FIGURA;TITULO;ORDEM;CAMPO;DESCRICAO
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;10;Data Final para Verificação;Campo de preenchimento obrigatório, caso o campo “Período de verificação de barreiras” for preenchido com “Americana”. Data final da janela de verificação da barreira de KIKO. Esta data deve ser superior a indicada no campo “Data Inicial para verificação”, e inferior a data de vencimento. Formato: DD/MM/AAAA.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;11;Período de captura do ativo subjacente para liquidação;Campo de preenchimento obrigatório. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Caso o ativo subjacente seja uma Cesta,não é permitido selecionar a opção “Janela de Datas” Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;12;Data para fixing;"Campo de preenchimento obrigatório, se campo “Período de captura do ativo subjacente para liquidação” for preenchido com ""Data única"". Formato: DD/MM/AAAA."
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;13;Data inicial para fixing;"Campo de preenchimento obrigatório, se campo “Período de captura do ativo subjacente para liquidação” for preenchido com ""Janela de Datas"". É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”. Formato: DD/MM/AAAA."
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;14;Data final para fixing;"Campo de preenchimento obrigatório, se campo “Período de captura do ativo subjacente para liquidação” for preenchido com ""Janela de Datas"". Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, e inferior a data de vencimento. Formato: DD/MM/AAAA."
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;15;Tipo de Cotação para Liquidação 1;Campo de preenchimento obrigatório. Indicação de qual será a cotação a ser considerada na liquidação da operação, referente ao Ativo Subjacente Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;16;Tipo de Fixing para Vencimento;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas” . Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001054;Figura COE 001054 – Alocação Forwards KI;1;Para essa figura o campo “Remunerador” como “SEM REMUNERAÇÃO”, pois os dados do nos campos específicos.;dos campos fixos do COE deve ser preenchido remunerador (taxa Pré) serão obrigatórios
COE001054;Figura COE 001054 – Alocação Forwards KI;2;Período de captura do ativo subjacente para liquidação;Campo de preenchimento obrigatório. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Caso o ativo subjacente seja uma Cesta,não é permitido selecionar a opção “Janela de Datas” Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”.
COE001054;Figura COE 001054 – Alocação Forwards KI;3;Data para fixing;"Campo de preenchimento obrigatório, se campo “Período de captura do ativo subjacente para liquidação” for preenchido com ""Data única"". Formato: DD/MM/AAAA."
COE001054;Figura COE 001054 – Alocação Forwards KI;4;Data inicial para fixing;"Campo de preenchimento obrigatório, se campo “Período de captura do ativo subjacente para liquidação” for preenchido com ""Janela de Datas"". É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”. Formato: DD/MM/AAAA."
COE001054;Figura COE 001054 – Alocação Forwards KI;5;Data final para fixing;"Campo de preenchimento obrigatório, se campo “Período de captura do ativo subjacente para liquidação” for preenchido com ""Janela de Datas"". Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, e inferior a data de vencimento. Formato: DD/MM/AAAA."
COE001054;Figura COE 001054 – Alocação Forwards KI;6;Tipo de Cotação para Liquidação 1;Campo de preenchimento obrigatório. Indicação de qual será a cotação a ser considerada na liquidação da operação, referente ao Ativo Subjacente Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste
COE001054;Figura COE 001054 – Alocação Forwards KI;7;Limitador de alta global (%);Informar o limitador de alta global da estrutura, em percentual que deverá ser aplicado sobre o notional. Formato: Numérico com 4 inteiros e 8 decimais.
COE001054;Figura COE 001054 – Alocação Forwards KI;8;Dados referente a Barreiras;de KI – Americana Obrigatório
COE001054;Figura COE 001054 – Alocação Forwards KI;9;Tipo de Cotação para Verificação de Barreiras no Cenário de Baixa;Campo de preenchimento obrigatório. Tipo de cotação a ser considerada na verificação das barreiras de KI. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001054;Figura COE 001054 – Alocação Forwards KI;10;Data Inicial para Verificação;Campo de preenchimento obrigatório. Data inicial da janela de verificação da barreira de KI. A partir de D-1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação” Formato: DD/MM/AAAA
COE001054;Figura COE 001054 – Alocação Forwards KI;11;Data Final para Verificação obrigatoriamente;Campo de preenchimento obrigatório. Data final da janela de verificação da barreira de KI. Esta data deve ser superior a indicada no campo “Data Inicial para verificação”, e inferior a data de vencimento. Formato: DD/MM/AAAA. Dados referente ao remunerador (Pré) da alocação – O percentual da alocação inicial é 100%
COE001054;Figura COE 001054 – Alocação Forwards KI;12;Cupom remunerador adicional (%);Campo de preenchimento obrigatório. Informar o cupom da taxa Pré em % a.a. Formato: Numérico com 10 inteiros e 8 decimais.
COE001054;Figura COE 001054 – Alocação Forwards KI;13;Base remunerador adicional;"Campo de preenchimento obrigatório. Campo com as opções: 252 EXP; 360 EXP; 360 LIN."
COE001054;Figura COE 001054 – Alocação Forwards KI;14;Dados referente ao Forward;KI 1
COE001054;Figura COE 001054 – Alocação Forwards KI;15;Strike_KI 1 (%);Campo de preenchimento obrigatório. Informar o Strike e a Barreira de KI da FWD KI 1, em percentual. O percentual será aplicado sobre o Valor Inicial do Ativo Subjacente. Para essa figura o Strike é sempre igual à barreira de Knock In. Formato: Numérico com 4 inteiros e 8 decimais, maior que zero.
COE001054;Figura COE 001054 – Alocação Forwards KI;16;Quantidade 1 (%);Campo de preenchimento obrigatório. Informar a quantidade (em % do volume financeiro de emissão) da FWD KI Formato: Numérico com 4 inteiros e 8 decimais.
COE001054;Figura COE 001054 – Alocação Forwards KI;17;Alocação 1 (%);Campo de preenchimento obrigatório. Informar a alocação do Nível 1 (em % do volume financeiro de emissão). Percentual do notional que será remunerado pela taxa Pré no Nível 1. A Alocação 1 deverá ser igual a: (100% - Q1) Formato: Numérico com 4 inteiros e 8 decimais.
COE001054;Figura COE 001054 – Alocação Forwards KI;18;Dados referente ao Forward;KI 2
COE001054;Figura COE 001054 – Alocação Forwards KI;19;Strike_KI 2;Campo de preenchimento obrigatório, se houver. Informar o Strike e a Barreira de KI da FWD KI 2, em percentual. O percentual será aplicado sobre o Valor Inicial do Ativo Subjacente. Para essa figura o Strike é sempre igual à barreira de Knock In. Formato: Numérico com 4 inteiros e 8 decimais, maior que zero e menor que o Strike_KI 1
COE001054;Figura COE 001054 – Alocação Forwards KI;20;Quantidade 2 (%);Campo de preenchimento obrigatório, se houver. Informar a quantidade (em % do volume financeiro de emissão) da FWD KI Formato: Numérico com 4 inteiros e 8 decimais.
COE001054;Figura COE 001054 – Alocação Forwards KI;21;Alocação 2 (%);Campo de preenchimento obrigatório, se houver. Informar a alocação do Nível 2 (em % do volume financeiro de emissão). Percentual do notional que será remunerado pela taxa Pré no Nível 2. A Alocação 2 deverá ser igual a: (100% - Q1 – Q2) Formato: Numérico com 4 inteiros e 8 decimais.
COE001054;Figura COE 001054 – Alocação Forwards KI;22;Dados referente ao Forward;KI 3
COE001054;Figura COE 001054 – Alocação Forwards KI;23;Strike_KI 3;Campo de preenchimento obrigatório, se houver. Informar o Strike e a Barreira de KI da FWD KI 3, em percentual. O percentual será aplicado sobre o Valor Inicial do Ativo Subjacente. Para essa figura o Strike é sempre igual à barreira de Knock In. Formato: Numérico com 4 inteiros e 8 decimais, maior que zero e menor que o Strike_KI 2
COE001054;Figura COE 001054 – Alocação Forwards KI;24;Quantidade 3 (%);Campo de preenchimento obrigatório, se houver. Informar a quantidade (em % do volume financeiro de emissão) da FWD KI Formato: Numérico com 4 inteiros e 8 decimais.
COE001054;Figura COE 001054 – Alocação Forwards KI;25;Alocação 3 (%);Campo de preenchimento obrigatório, se houver. Informar a alocação do Nível 3 (em % do volume financeiro de emissão). Percentual do notional que será remunerado pela taxa Pré no Nível 3. A Alocação 3 deverá ser igual a: (100% - Q1 – Q2 – Q3) Formato: Numérico com 4 inteiros e 8 decimais.
COE001054;Figura COE 001054 – Alocação Forwards KI;26;Dados referente ao Forward;KI 4
COE001054;Figura COE 001054 – Alocação Forwards KI;27;Strike_KI 4;Campo de preenchimento obrigatório, se houver. Informar o Strike e a Barreira de KI da FWD KI 4, em percentual. O percentual será aplicado sobre o Valor Inicial do Ativo Subjacente. Para essa figura o Strike é sempre igual à barreira de Knock In. Formato: Numérico com 4 inteiros e 8 decimais, maior que zero e menor que o Strike_KI 3
